"RESPNUM","CCGID","TERM","STRATA","ATYPE","AIRLINE","DEST","GATENUM","INTDATE","Q1","Q2_1","Q2_2","Q2_3","Q2_4","Q2_5","Q2_6","Q3_1","Q3_2","Q3_3","Q3_4","Q3_5","Q3_6","Q3A","Q4A","Q4B","Q4C","Q5","Q5AVG","SAQ","Q6A","Q6B","Q6C","Q6D","Q6E","Q6F","Q6G","Q6H","Q6I","Q6J","Q6K","Q6L","Q6M","Q6N","Q7COM1","Q7COM2","Q7COM3","Q7A1","Q7A2","Q7A3","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q8COM1","Q8COM2","Q8COM3","Q9","Q9APOS1","Q9APOS2","Q9APOS3","Q9ANEG1","Q9ANEG2","Q9ANEG3","Q9ANTR1","Q9ANTR2","Q9ANTR3","Q10","Q11","Q11A1","Q11A2","Q11A3","Q12","Q13A","Q13B","Q13_COM","Q13COM1","Q13COM2","Q13COM3","Q14","Q14A","Q14A1","Q14A2","Q14A3","Q15","SFFLAG","COUNTRY","Q17","AGE","Q18","Q19","INC","MAIL","LANG","DESTMARK","DESTINATION","DESTGEO","WEIGHT","Location 1"
"3,539","1,739","3","1","1","8","2","64","4","2","1","8",,,,,"1","11",,,,,"3","1","1","1","3","4.5","1","3","3","3","3","3","3","6","6","2","4","6","4","6","4",,,,"50",,,"3","3","6","6","3","6",,,,"4",,,,,,,,,,"2",,,,,"8","3","4",,,,,"2",,,,,"1","17","62","7","75","1","4","175,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,540","1,740","3","1","1","8","2","64","4","2","1","8",,,,,"4","11",,,,,"9","2","1","2","3","4.5","1","5","3","4","3","4","4","6","3","6","6","4","6","3","4",,,,,,,"4","6","4","6","6","4",,,,"4",,,,,,,,,,"1","5","5",,,"6","3","4",,,,,"2",,,,,"1","12","62","5","49.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,541","1,741","3","1","1","8","2","64","4","2","2","8",,,,,"8","11",,,,,"9","2","1","1","1","1","1","5","6","5","5","6","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,542","1,742","3","1","1","8","2","64","4","2","1","8",,,,,"4","11",,,,,"9","2","1","1","1","1","1","5","4","4","3","6","4","6","6","5","6","6","6","6","5","77","6","21",,,,"5","6","6","6","3","6",,,,"4",,,,,,,,,,"1","4","2",,,"5","5","5",,,,,"2",,,,,"2","4","62","5","49.5","1","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,543","1,743","3","1","1","8","2","64","4","1","1","8",,,,,"3","11",,,,,"9","1","2","1","1","1","2","4","4","4","3","4","4","4","4","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","3","62","5","49.5","1","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,544","1,744","3","1","1","8","2","64","4","2","2","8",,,,,"5","11",,,,,"9","2","2","2","1","1","2","5","6","6","4","5","5","5","6","6","6","6","6","6","4","56","51",,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"5","3","5",,,,,"1",,"3",,,"2","4","62","4","39.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,545","1,745","3","1","1","8","2","64","4","2","1","8",,,,,"12","11",,,,,"9","2","2","1","3","4.5","2","6","3","3","2","4","3","3","3","6","6","4","6","6","3","1","2",,,,,"4","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"13","3","6",,,,,"2",,,,,"4","3","62","4","39.5","2","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,546","1,746","3","1","1","8","2","64","4","1","1","8",,,,,"3","11",,,,,"9","0","1","1","2","2","2","4","3","3","3","3","3","6","6","6","6","6","6","6","3",,,,,,,"6","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","3","62","4","39.5","1","4","175,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,547","1,747","3","1","1","8","2","64","4","2","3","8",,,,,"2","11",,,,,"9","1","2","1","3","4.5","2","4","4","4","4","4","4","6","6","4","6","4","6","4","4","90",,,,,,"4","6","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"6","5","3",,,,,"2",,,,,"2","4","62","7","75","1","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,548","1,748","3","1","1","8","2","64","4","2","3","8",,,,,"7","11",,,,,"9","0","0","1","3","4.5","2","4","4","4","4","0","2","0","0","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"4",,,,,,,,,,"2",,,,,"6","5","4",,,,,"2",,,,,"1","11","62","7","75","2","0",,"1","1","4","DALLAS-FT. W","3","1.592296",
"3,549","1,749","3","1","1","8","2","64","4","2","1","8",,,,,"2","11",,,,,"9","2","2","2","2","2","2","3","2","3","4","4","4","3","3","6","6","6","6","6","4",,,,,,,"4","4","4","4","4","4",,,,"5",,,,,,,,,,"2",,,,,"21","3","3",,,,,"2",,,,,"2","3","62","2","21","1","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,550","1,750","3","1","1","8","2","64","4","2","3","8",,,,,"2","11",,,,,"9","2","2","2","1","1","2","4","4","4","4","5","5","4","4","4","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5",,,,,,,,,,"2",,,,,"3","4","5",,,,,"2",,,,,"2","4","62","7","75","1","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,551","1,751","3","1","1","8","2","64","4","2","3","8",,,,,"5","11",,,,,"9","1","0","1","4","9.5","2","5","5","5","5","5","5","5","5","5","5","5","5","5","5",,,,,,,"5","5","5","5","5","5",,,,"5","1","2",,,,,,,,"1","5","5",,,"1","5","5",,,,,"2",,,,,"2","4","62","6","59.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,552","1,752","3","1","1","8","2","64","4","2","4","8",,,,,"2","11",,,,,"9","1","0","1","2","2","2","3","2","3","4","3","4","3","3","4","2","6","6","6","3","9","77",,,,,"4","4","6","6","3","4",,,,"3",,,,,,,"9",,,"2",,,,,"17","4","4",,,,,"2",,,,,"4","3","62","2","21","2","1","25,000","1","2","4","DALLAS-FT. W","3","1.592296",
"3,553","1,753","3","1","1","8","2","64","4","2","2","8",,,,,"4","11",,,,,"9","1","1","1","1","1","2","1","3","4","0","3","0","0","0","0","0","0","0","0","3","40",,,,,,"5","0","0","0","4","5",,,,"5","5",,,,,,,,,"1","4","6","8",,"5","5","5",,,,,"2",,,,,"2","4","2","6","59.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,554","1,754","3","1","1","8","2","64","4","2","1","8",,,,,"1","11",,,,,"3","2","1","2","2","2","2","6","4","4","4","5","5","6","6","5","4","6","4","6","4",,,,,,,"4","6","6","6","6","4",,,,"5","5",,,,,,,,,"1","4",,,,"1","5","5",,,,,"2",,,,,"1","10","62","4","39.5","2","3","125,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,555","1,755","3","1","1","8","2","64","4","2","3","8",,,,,"6","11",,,,,"9","1","0","1","3","4.5","2","3","4","3","3","3","4","4","4","4","6","6","6","6","4","94","96",,,,,"4","6","6","6","4","4",,,,"5","2",,,,,,,,,"1","5","7",,,"2","5","5",,,,,"2",,,,,"1","11","62","7","75","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,556","1,756","3","1","1","8","2","64","4","2","2","8",,,,,"2","11",,,,,"9","1","2","1","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4","31",,,,,,"3","0","0","0","4","4",,,,"3",,,,,,,,,,"2",,,,,"5","4","5",,,,,"2",,,,,"2","4","24","5","49.5","2","2","75,000","1","1","4","DALLAS-FT. W","3","1.592296",
"3,557","2,773","2","2","2","19","3","100","5","2","2","8",,,,,"5","11",,,,,"9","1","2","1","3","4.5","1","5","3","3","3","2","4","4","6","4","4","3","3","6","4","9","8","23",,,,"3","3","6","6","3","3",,,,"5","5",,,,,,,,,"1","4","5",,,"1","4","4",,,,,"2",,,,,"1","10","62","6","59.5","1","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,558","2,774","2","2","2","19","3","100","5","2","1","8",,,,,"4","11",,,,,"9","2","1","2","1","1","1","6","4","4","5","4","6","6","6","6","6","6","6","6","4","55","90",,,,,"4","6","6","6","6","4",,,,"5","4","3",,,,,,,,"2",,,,,"5","5","3",,,,,"2",,,,,"2","4","21","4","39.5","1","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,559","2,775","2","2","2","19","3","100","5","2","2","8",,,,,"4","11",,,,,"9","1","2","1","3","4.5","1","3","3","3","4","5","5","6","6","3","4","5","5","4","0","50","8","51",,,,"5","5","5","5","5","5",,,,"5","5",,,,,,,,,"1","4","5",,,"5","5","4",,,,,"2",,,,,"1","1","62","4","39.5","2","3","125,000","1","1","4","FRANKFURT","6","0.636476",
"3,560","2,776","2","2","2","19","3","100","5","2","2","8",,,,,"2","11",,,,,"9","1","1","2","1","1","1","6","3","3","4","4","3","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"5","1",,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","21","2","21","1","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,561","2,777","2","2","2","19","3","100","5","1","2","8",,,,,"3","11",,,,,"9","2","1","2","1","1","1","3","6","4","4","3","4","4","4","6","6","6","6","6","3","6","7","10",,,,"4","6","6","6","6","3",,,,"5","2","1",,,,,,,,"2",,,,,"11","4","4",,,,,"2",,,,,"3","4","54","3","29.5","1","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,562","2,778","2","2","2","19","3","100","5","2","2","8",,,,,"6","11",,,,,"9","1","1","2","1","1","1","5","6","5","5","6","5","6","6","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"3",,,,,,,"9",,,"2",,,,,"6","6","5",,,,,"2",,,,,"2","4","21","6","59.5","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,563","2,779","2","2","2","19","3","100","5","2","4","8",,,,,"8","11",,,,,"9","1","2","2","1","1","2","4","6","6","5","4","4","4","4","5","5","5","6","6","5",,,,,,,"4","6","4","6","6","4",,,,"5",,,,,,,,,,"2",,,,,"5","5","4",,,,,"1",,"1",,,"2","4","12","3","29.5","1","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,564","2,280","2","2","2","19","3","100","5","2","2","8",,,,,"1","11",,,,,"4","1","2","1","3","4.5","2","5","4","4","3","4","3","6","5","4","4","6","6","6","4","51","40",,,,,"5","6","6","6","5","5",,,,"5","5",,,,,,,,,"2",,,,,"8","3","5",,,,,"2",,,,,"4","3","62","7","75","2","3","125,000","1","1","4","FRANKFURT","6","0.636476",
"3,565","2,781","2","2","2","19","3","100","5","2","2","8",,,,,"2","11",,,,,"9","1","1","1","3","4.5","2","0","4","4","4","4","4","4","4","4","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4","2","8",,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","7","75","2","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,566","2,782","2","2","2","19","3","100","5","2","2","8",,,,,"2","11",,,,,"9","1","2","2","5","18.5","2","5","4","5","5","5","4","4","4","4","4","4","4","4","5",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"1","5",,,,"5","4","4",,,,,"2",,,,,"1","1","62","4","39.5","1","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,567","2,783","2","2","2","19","3","100","5","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","0","0","0","0","5","0","0","0","5","0","0","0","0","4",,,,,,,"0","0","0","0","0","4",,,,"5",,,,,,,,,,"2",,,,,"12","0","0",,,,,"2",,,,,"2","5","0","5","49.5","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,568","2,784","2","2","2","19","3","100","5","2","1","8",,,,,"7","11",,,,,"9","1","2","2","1","1","2","5","4","5","5","5","5","5","5","0","0","0","0","0","4","39",,,,,,"4","6","4","6","4","3",,,,"5",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","24","4","39.5","1","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,569","2,785","2","2","2","19","3","100","5","2","2","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","4","3","4","4","4","4","4","4","5","4","4","6","0","4","51","50",,,,,"4","3","4","6","3","4",,,,"3",,,,,,,"8",,,"2",,,,,"1","5","5",,"14",,,"2",,,,,"1","10","62","7","75","2","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,570","2,786","2","2","2","19","3","100","5","2","1","8",,,,,"4","11",,,,,"9","1","2","2","4","9.5","2","5","3","3","4","3","3","3","3","3","6","4","6","6","4",,,,,,,"4","3","3","6","3","3",,,,"5",,,,,,,,,,"1","3",,,,"5","4","4",,,,,"2",,,,,"1","1","62","4","39.5","2","3","125,000","1","1","4","FRANKFURT","6","0.636476",
"3,571","2,787","2","2","2","19","3","100","5","2","2","8",,,,,"6","11",,,,,"9","1","1","2","2","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","4",,,,,,,"4","0","0","0","0","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","3",,,,,"2",,,,,"1","13","62","6","59.5","2","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,572","2,788","2","2","2","19","3","100","5","2","2","8",,,,,"6","11",,,,,"9","1","1","1","3","4.5","2","4","3","1","4","5","4","6","6","6","1","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"1","5","0","6","59.5","1","3","125,000","1","1","4","FRANKFURT","6","0.636476",
"3,573","2,789","2","2","2","19","3","100","5","2","2","8",,,,,"6","11",,,,,"9","1","2","1","2","2","2","4","3","3","4","5","4","6","6","4","2","6","6","6","4",,,,,,,"4","6","6","6","3","4",,,,"3",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"1","1","62","6","59.5","1","3","125,000","1","1","4","FRANKFURT","6","0.636476",
"3,574","2,790","2","2","2","19","3","100","5","2","2","8",,,,,"1","11",,,,,"0","1","2","1","1","1","2","3","3","3","3","3","3","2","2","3","6","6","6","6","3",,,,,,,"3","6","6","6","3","3",,,,"3",,,,,,,,,,"2",,,,,"9","3","3",,,,,"2",,,,,"1","3","62","6","59.5","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,575","2,791","2","2","2","19","3","100","5","2","2","8",,,,,"5","11",,,,,"9","2","2","1","2","2","2","3","2","2","4","4","4","6","6","3","3","4","3","6","4",,,,,,,"3","3","3","6","3","3",,,,"4",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","6","59.5","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,576","2,792","2","2","2","19","3","100","5","2","2","8",,,,,"5","11",,,,,"9","1","2","1","2","2","2","6","3","3","4","4","4","4","4","4","6","6","6","6","4",,,,,,,"5","6","6","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"2","5","5",,,,,"2",,,,,"1","11","62","6","59.5","2","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,577","2,793","2","2","2","19","3","100","5","2","2","8",,,,,"5","11",,,,,"9","1","1","1","3","4.5","2","4","3","4","4","4","4","4","4","4","4","5","4","6","4",,,,,,,"5","4","5","6","4","5",,,,"5","2",,,,,,,,,"2",,,,,"2","5","4",,,,,"2",,,,,"1","11","62","6","59.5","2","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,578","2,794","2","2","2","19","3","100","5","2","2","8",,,,,"2","11",,,,,"9","1","1","2","2","2","2","2","6","3","5","5","5","6","6","5","4","6","6","6","4","50",,,,,,"4","6","6","6","6","3",,,,"4","5",,,,,,,,,"2",,,,,"5","5","4",,"2",,,"2",,,,,"2","4","21","5","49.5","1","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,579","2,795","2","2","2","19","3","100","5","2","1","8",,,,,"7","11",,,,,"9","1","2","1","2","2","2","4","4","4","5","4","4","4","4","5","4","4","4","4","4",,,,,,,"4","6","6","6","4","4",,,,"5","2",,,,,,,,,"2",,,,,"7","5","5",,,,,"2",,,,,"1","13","62","4","39.5","1","2","75,000","1","1","4","FRANKFURT","6","0.636476",
"3,580","2,796","2","2","2","19","3","100","5","2","2","8",,,,,"6","11",,,,,"9","1","0","0","2","2","2","4","3","3","4","4","3","6","6","6","6","6","6","6","4",,,,,,,"4","6","6","6","4","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","4",,,,,"2",,,,,"2","4","62","6","59.5","1","2","75,000","1","1","4","FRANKFURT","6","0.636476",
"3,581","2,797","2","2","2","19","3","100","5","2","3","8",,,,,"9","11",,,,,"9","1","2","2","1","1","2","6","6","6","4","4","4","6","6","5","6","4","6","6","4",,,,,,,"5","6","5","6","6","5",,,,"4",,,,,,,,,,"2",,,,,"3","5","5",,,,,"2",,,,,"2","4","21","5","49.5","1","1","25,000","1","1","4","FRANKFURT","6","0.636476",
"3,582","2,798","2","2","2","19","3","100","5","2","2","8",,,,,"5","11",,,,,"9","2","2","2","3","4.5","2","3","4","3","2","4","3","6","6","3","3","6","4","6","4","51",,,,,,"5","6","6","6","4","5",,,,"5","6",,,,,,,,,"2",,,,,"5","2","3",,"7",,,"1",,"13","4",,"1","1","62","4","39.5","1","2","75,000","1","1","4","FRANKFURT","6","0.636476",
"3,583","2,799","2","2","2","19","3","100","5","2","8",,,,,,"9","11",,,,,"9","1","2","1","2","2","2","3","3","3","4","4","3","4","4","4","3","5","4","4","3","7","41",,,,,"4","4","4","4","4","4",,,,"3",,,,,,,"9",,,"2",,,,,"14","3","2",,"1",,,"2",,,,,"2","4","48","5","49.5","1","4","175,000","1","1","4","FRANKFURT","6","0.636476",
"3,584","2,800","2","2","2","19","3","100","5","2","1","8",,,,,"5","11",,,,,"9","1","2","1","1","1","2","2","2","4","3","4","3","3","3","6","6","6","6","6","3",,,,,,,"4","6","6","6","4","6",,,,"4",,,,,,,,,,"2",,,,,"5","4","4",,,,,"2",,,,,"2","4","21","4","39.5","1","2","75,000","1","1","4","FRANKFURT","6","0.636476",
"3,585","2,801","2","2","2","19","3","100","5","2","1","8",,,,,"5","11",,,,,"9","1","2","2","1","1","2","3","2","2","4","4","3","3","3","6","3","6","6","6","3","6","7",,,,,"5","6","6","6","3","4",,,,"4","2",,,,,,,,,"1","3","6",,,"5","4","5",,,,,"2",,,,,"2","4","21","3","29.5","1","2","75,000","1","1","4","FRANKFURT","6","0.636476",
"3,586","2,802","2","2","2","19","3","100","5","2","1","8",,,,,"2","11",,,,,"9","1","2","2","4","9.5","2","5","2","3","4","5","5","6","6","4","4","4","6","4","4","6","7",,,,,"4","4","6","6","3","5",,,,"5",,,,,,,,,,"2",,,,,"7","5","4",,,,,"2",,,,,"1","13","62","5","49.5","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,587","2,803","2","2","2","19","3","100","5","1","3","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","5","6","6","5","4","4","6","6","6","6","6","6","6","4","21","6",,,,,"5","6","6","6","6","6",,,,"4",,,,,,,,,,"2",,,,,"11","6","6",,,,,"2",,,,,"3","4","47","2","21","2","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,588","2,804","2","2","2","19","3","100","5","2","2","3","8",,,,"2","11",,,,,"9","1","2","2","1","1","2","4","6","4","4","4","4","4","4","6","6","6","6","6","4","90","95",,,,,"4","4","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","6","1",,,,,"2",,,,,"2","5","0","0",,"0","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,589","2,805","2","2","2","19","3","100","5","1","2","8",,,,,"3","11",,,,,"9","2","1","1","1","1","2","6","3","3","3","3","3","3","3","6","6","6","6","6","4",,,,,,,"5","5","5","5","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","5",,,,,"1",,"7",,,"3","5","0","2","21","1","0",,"1","1","4","FRANKFURT","6","0.636476",
"3,590","2,747","2","2","1","28","3","98","5","2","3","8",,,,,"2","11",,,,,"9","1","2","2","1","1","1","6","6","6","5","5","5","6","5","5","6","6","6","6","5","40",,,,,,"5","6","6","6","6","5",,,,"5","2",,,,,,,,,"1","5","11",,,"13","5","5",,,,,"2",,,,,"4","3","62","4","39.5","1","1","25,000","1","1","4","HONG KONG","8","0.636476",
"3,591","2,748","2","2","1","28","3","98","5","1","1","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","3","4","3","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","6","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","3","62","5","49.5","2","4","175,000","1","1","4","HONG KONG","8","0.636476",
"3,592","2,749","2","2","1","28","3","98","5","1","1","8",,,,,"3","11",,,,,"9","0","0","1","2","2","2","3","3","3","0","4","4","3","3","6","6","6","6","6","3",,,,,,,"4","4","4","4","4","4",,,,"4","4","1",,,,,,,,"3",,,,,"11","5","4",,,,,"2",,,,,"3","4","10","4","39.5","2","2","75,000","1","1","4","HONG KONG","8","0.636476",
"3,593","2,750","2","2","1","28","3","98","5","1","1","8",,,,,"3","11",,,,,"9","1","1","1","2","2","2","4","4","4","5","5","5","4","4","4","4","4","4","0","4",,,,,,,"5","5","5","5","5","5",,,,"4",,,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","3","62","5","49.5","2","3","125,000","1","1","4","HONG KONG","8","0.636476",
"3,594","2,751","2","2","1","28","3","98","5","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","3","3","3","3","3","3","3","3","6","6","6","6","6","3",,,,,,,"5","6","6","6","3","4",,,,"4",,,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","3","62","6","59.5","1","2","75,000","1","1","4","HONG KONG","8","0.636476",
"3,595","2,752","2","2","1","28","3","98","5","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","4","5","6","4","4","4","6","6","6","6","6","6","6","4",,,,,,,"5","6","6","6","5","4",,,,"4","1",,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","5","0","1","15","1","0",,"1","1","4","HONG KONG","8","0.636476",
"3,596","2,753","2","2","1","28","3","98","5","1","3","8",,,,,"3","11",,,,,"9","2","2","1","0","0","2","5","6","0","2","5","5","6","6","6","6","6","6","6","6","51",,,,,,"5","6","6","6","2","5",,,,"5","2","4",,,,,,,,"2",,,,,"11","3","5",,,,,"1",,"9",,,"3","4","62","5","49.5","1","1","25,000","1","1","4","HONG KONG","8","0.636476",
"3,597","2,754","2","2","1","28","3","98","5","1","3","8",,,,,"3","11",,,,,"9","2","2","1","1","1","2","5","3","0","3","4","4","4","4","4","4","4","4","4","4","1",,,,,,"5","5","5","5","5","5",,,,"4","9",,,,,,,,,"2",,,,,"11","3","6",,,,,"2",,,,,"3","4","62","2","21","2","1","25,000","1","1","4","HONG KONG","8","0.636476",
"3,598","2,755","2","2","1","28","3","98","5","1","2","8",,,,,"3","11",,,,,"9","2","1","2","1","1","2","4","5","5","5","5","5","5","5","5","5","5","5","5","0",,,,,,,"5","5","5","5","5","5",,,,"5","1",,,,,,,,,"2",,,,,"11","5","6",,,,,"2",,,,,"3","4","62","4","39.5","2","1","25,000","1","1","4","HONG KONG","8","0.636476",
"3,599","2,756","2","2","1","28","3","98","5","1","6","8",,,,,"3","11",,,,,"9","3","0","0","2","2","2","5","5","5","5","5","5","5","5","6","6","6","6","6","5",,,,,,,"5","6","6","6","6","5",,,,"5","1",,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","4","44","5","49.5","1","0",,"1","1","4","HONG KONG","8","0.636476",
"3,600","2,757","2","2","1","28","3","98","5","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","3","3","4","4","4","3","3","6","6","6","6","6","4","70","73",,,,,"5","6","6","6","6","6",,,,"5","4",,,,,,,,,"1","3",,,,"11","5","6",,,,,"2",,,,,"3","4","62","6","59.5","1","2","75,000","1","1","4","HONG KONG","8","0.636476",
"3,601","2,758","2","2","1","28","3","98","5","2","8",,,,,,"6","11",,,,,"9","1","2","2","1","1","2","6","6","6","4","4","5","6","4","5","6","6","6","6","4",,,,,,,"5","6","6","6","6","5",,,,"5","2",,,,,,,,,"2",,,,,"7","4","5",,,,,"2",,,,,"2","5","0","2","21","1","0",,"1","1","4","HONG KONG","8","0.636476",
"3,602","2,759","2","2","1","28","3","98","5","1","2","8",,,,,"3","11",,,,,"9","2","2","2","1","1","2","4","6","4","3","5","4","6","6","6","6","6","6","6","4","55","51",,,,,"5","6","5","6","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","4","6",,,,,"2",,,,,"3","4","62","4","39.5","1","2","75,000","1","1","4","HONG KONG","8","0.636476",
"3,603","2,760","2","2","1","28","3","98","5","2","4","8",,,,,"2","11",,,,,"9","1","2","2","1","1","2","5","6","5","5","5","5","5","5","5","5","5","5","6","5",,,,,,,"5","5","5","5","6","4",,,,"4",,,,,,,,,,"2",,,,,"5","5","5",,,,,"2",,,,,"2","4","12","2","21","1","2","75,000","1","1","4","HONG KONG","8","0.636476",
"3,604","2,761","2","2","1","28","3","98","5","1","1","8",,,,,"3","11",,,,,"9","0","1","1","3","4.5","2","4","4","5","4","4","4","4","4","0","0","0","0","0","4","70",,,,,,"5","0","0","0","5","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","3","62","4","39.5","1","0",,"1","1","4","HONG KONG","8","0.636476",
"3,605","2,762","2","2","1","28","3","98","5","1","2","8",,,,,"3","11",,,,,"9","1","1","2","2","2","2","3","3","3","4","4","3","3","3","4","4","6","6","6","4",,,,,,,"3","6","6","6","3","3",,,,"5","6",,,,,,,,,"2",,,,,"11","5","5",,,,,"2",,,,,"3","4","44","7","75","2","1","25,000","1","1","4","HONG KONG","8","0.636476",
"3,606","2,763","2","2","1","28","3","98","5","1","8",,,,,,"3","11",,,,,"9","2","0","0","1","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40",,,,,,"0","0","0","0","0","5",,,,"5",,,,,,,,,,"2",,,,,"11","5","0",,,,,"2",,,,,"3","4","62","4","39.5","2","0",,"1","1","4","HONG KONG","8","0.636476",
"3,607","2,764","2","2","1","28","3","98","5","2","2","8",,,,,"6","11",,,,,"9","1","1","1","1","1","2","4","3","4","4","2","4","4","4","4","4","4","4","4","4","10","7",,,,,"4","4","4","4","3","4",,,,"2",,,,,,,,,,"2",,,,,"12","4","4",,,,,"2",,,,,"2","4","25","2","21","2","2","75,000","1","1","4","HONG KONG","8","0.636476",
